date,long sleeve,culottes,miniskirt,short sleeves,printed,short cardigan,solid colours,trapeze dress,sleeveless,long cardigan,sheath dress,short coat,medium coat,doll dress,long dress,shorts,long coat,tracksuit,drop sleeve,patterned,kimono dress,medium cardigan,shirt dress,maxi,capris,gitana skirt,long duster,yellow,brown,blue,grey,green,black,red,white,orange,violet,acrylic,scuba crepe,tulle,angora,faux leather,georgette,lurex,nice,crepe,satin cotton,silky satin,fur,matte jersey,plisse,velvet,lace,cotton,piquet,plush,bengaline,jacquard,frise,technical,cady,dark jeans,light jeans,ity,plumetis,polyviscous,dainetto,webbing,foam rubber,chanel,marocain,macrame,embossed,heavy jeans,nylon,tencel,paillettes,chambree,chine crepe,muslin cotton or silk,linen,tactel,viscose twill,cloth,mohair,mutton,scottish,milano stitch,devore,hron,ottoman,fluid,flamed,fluid polyviscous,shiny jersey,goose
2018-09-03,60.0,56.0,31.0,84.0,68.0,45.0,33.0,15.8,63.0,64.0,62.0,45.0,13.0,46.0,69.0,54.0,35.0,46.0,30.0,81.0,75.0,0.0,82.0,70.0,49.0,0.0,48.0,90,73,79,15,73,24,58,78,54,54,78,78,73,52,43,38,37,19,38,38,26,46,46,59,54,63,78,35,41,50,57,73,78,20,71,81,69,18,-1.0,79,65,50,62,59,75,74,48,71,63,18,0,12,-1.0,74,46,0,88,62,69,62,0,22,31,70,81,33,-1.0,87,34
2018-09-10,68.0,46.0,38.0,61.0,65.0,44.0,66.0,10.8,59.0,78.0,75.0,47.0,34.0,57.0,81.0,46.0,40.0,51.0,39.0,74.0,47.0,0.0,86.6,66.0,37.0,0.0,82.0,88,61,77,15,75,24,57,80,53,58,75,62,62,54,50,39,32,19,37,38,61,49,15,49,55,65,79,30,37,62,73,71,80,20,76,68,91,18,-1.0,0,54,73,62,62,83,64,28,70,45,18,0,36,-1.0,68,55,0,88,59,65,57,0,21,22,68,84,36,-1.0,29,36
2018-09-17,68.0,51.0,32.0,55.0,67.0,39.0,11.0,13.8,65.0,55.0,56.0,41.0,21.0,52.0,82.0,47.0,40.0,53.0,29.0,78.0,45.0,15.0,83.6,66.0,30.0,0.0,51.0,90,66,76,15,76,24,61,83,52,59,79,16,72,50,52,33,40,18,38,54,26,53,0,53,53,70,76,30,38,62,64,80,82,22,58,56,87,49,-1.0,0,56,52,62,55,83,78,34,75,58,14,53,36,-1.0,70,68,0,92,69,61,63,33,22,22,70,87,43,-1.0,0,35
2018-09-24,67.0,43.0,38.0,45.0,73.0,49.0,43.0,41.6,63.0,65.0,76.0,65.0,21.0,47.0,76.0,42.0,43.0,49.0,29.0,84.0,69.0,15.0,84.8,65.0,28.0,0.0,42.0,85,61,77,15,74,23,58,78,52,60,77,31,72,54,54,35,43,19,38,38,78,58,31,61,53,67,80,28,41,62,67,70,89,22,74,66,69,36,-1.0,0,56,77,64,55,72,62,62,77,63,14,27,18,-1.0,71,66,0,87,60,57,64,33,25,16,72,86,46,-1.0,0,41
2018-10-01,72.0,54.0,43.0,49.0,65.0,50.0,65.0,20.0,59.0,78.0,57.0,60.0,30.0,62.0,90.0,40.0,47.0,58.0,49.0,78.0,59.0,0.0,90.8,65.0,21.0,0.0,64.0,86,60,80,16,75,24,63,81,53,62,78,31,73,50,59,32,48,18,39,27,52,56,15,70,56,65,83,29,40,56,73,67,81,25,61,67,82,44,-1.0,0,57,49,69,60,74,61,21,70,49,19,27,18,-1.0,67,29,0,87,82,64,61,66,24,11,71,88,26,-1.0,0,41
2018-10-08,76.0,42.0,45.0,59.0,68.0,50.0,33.0,21.8,65.0,74.0,65.0,49.0,39.0,60.0,85.0,39.0,52.0,53.0,89.0,90.0,50.0,30.0,89.4,66.0,24.0,0.0,73.0,85,57,78,15,73,26,65,81,49,64,77,16,72,49,67,32,34,17,40,55,35,59,31,72,55,66,80,23,42,54,75,62,80,23,80,63,87,14,-1.0,0,62,70,66,65,69,80,77,69,61,20,82,48,-1.0,69,28,43,94,71,55,60,0,23,18,73,88,34,-1.0,30,39
2018-10-15,87.0,47.0,34.0,53.0,68.0,42.0,45.0,34.4,66.0,94.0,56.0,70.0,52.0,65.0,90.0,38.0,58.0,58.0,80.0,80.0,59.0,15.0,82.8,68.0,25.0,0.0,75.0,83,59,76,16,74,27,74,81,50,68,78,0,72,53,64,39,43,17,42,44,44,64,0,58,57,67,82,29,44,63,58,66,75,27,85,77,80,9,-1.0,0,64,58,66,57,61,62,42,73,54,19,0,12,-1.0,67,66,0,91,68,66,60,0,25,26,68,88,54,-1.0,30,41
2018-10-22,87.0,45.0,28.0,57.0,69.0,36.0,33.0,23.6,63.0,78.0,54.0,71.0,60.0,74.0,91.0,37.0,60.0,63.0,49.0,60.0,53.0,15.0,85.0,71.0,27.0,0.0,78.0,83,62,80,16,75,27,96,79,49,66,77,47,83,51,64,37,42,18,44,49,44,68,16,64,60,64,85,28,41,90,79,73,77,26,85,78,81,27,-1.0,0,61,74,63,56,67,75,14,75,59,19,27,12,-1.0,75,43,0,96,79,60,62,0,21,17,66,88,27,-1.0,0,44
2018-10-29,77.0,42.0,30.0,59.0,69.0,42.0,11.0,32.6,53.0,76.0,55.0,64.0,56.0,63.0,80.0,35.0,64.0,60.0,30.0,74.0,42.0,30.0,71.8,66.0,27.0,0.0,78.0,81,58,80,15,76,29,100,81,48,64,78,32,67,55,58,37,45,18,49,11,53,72,63,75,60,62,82,24,41,51,69,54,74,27,59,58,89,27,-1.0,0,62,56,65,61,66,71,21,75,58,24,0,30,-1.0,67,54,44,100,78,65,66,33,29,33,72,87,54,-1.0,0,48
2018-11-05,79.0,44.0,44.0,55.0,66.0,33.0,11.0,14.8,60.0,68.0,48.0,64.0,51.0,61.0,92.0,37.0,71.0,68.0,29.0,84.0,45.0,15.0,77.6,69.0,23.0,0.0,77.0,80,60,80,16,77,33,78,78,51,61,76,31,69,61,68,32,51,18,37,21,51,73,15,79,62,65,82,22,47,81,84,70,72,23,83,70,79,26,-1.0,0,49,73,65,62,72,75,27,71,64,21,26,35,-1.0,65,56,0,92,84,64,62,0,20,21,80,86,55,-1.0,28,45
2018-11-12,84.0,44.0,48.0,65.0,65.0,44.0,22.0,33.6,58.0,73.0,42.0,82.0,43.0,57.0,87.0,36.0,75.0,70.0,49.0,77.0,43.0,30.0,73.2,71.0,27.0,0.0,77.0,82,61,80,16,81,43,72,81,50,61,78,47,76,61,74,40,54,17,38,49,44,88,78,47,64,64,85,29,54,42,86,65,78,26,58,79,91,36,-1.0,0,50,66,68,64,74,73,42,74,70,28,0,42,-1.0,68,78,0,93,76,63,64,33,34,26,78,91,57,-1.0,29,58
2018-11-19,91.0,41.0,36.0,59.0,66.0,44.0,11.0,10.8,68.0,87.0,45.0,89.0,73.0,62.0,88.0,40.0,90.0,96.0,20.0,85.0,46.0,45.0,77.4,79.0,23.0,0.0,90.0,82,68,79,18,85,100,72,80,51,60,78,31,70,62,84,39,62,17,39,59,43,98,46,71,71,69,91,26,65,65,89,64,64,17,76,84,57,49,-1.0,0,54,65,76,58,69,76,48,76,67,27,27,18,-1.0,71,63,43,94,100,65,61,0,23,15,71,82,43,-1.0,58,76
2018-11-26,94.0,59.0,33.0,64.0,73.0,41.0,11.0,16.8,65.0,76.0,60.0,95.0,55.0,60.0,87.0,40.0,85.0,85.0,10.0,87.0,47.0,29.0,81.6,73.0,25.0,0.0,97.0,81,64,78,20,79,31,75,85,51,64,81,46,69,61,88,49,67,18,38,48,60,96,15,56,74,69,92,24,68,56,89,63,79,27,90,85,66,40,-1.0,79,59,40,73,55,82,92,41,78,64,30,53,18,-1.0,70,49,0,99,75,62,61,0,17,15,80,87,66,-1.0,0,59
2018-12-03,93.0,48.0,39.0,49.0,72.0,56.0,55.0,28.6,62.0,78.0,53.0,92.0,22.0,60.0,90.0,41.0,80.0,83.0,10.0,77.0,58.0,30.0,80.6,75.0,22.0,0.0,82.0,85,59,75,16,75,25,68,85,50,59,85,16,61,62,76,40,64,18,38,92,78,94,31,66,71,68,92,21,66,83,83,60,71,23,69,75,69,18,-1.0,0,49,53,80,56,63,92,42,77,51,40,27,36,-1.0,67,87,0,91,83,63,69,0,23,23,79,84,70,-1.0,0,54
2018-12-10,94.0,40.0,47.0,55.0,68.0,48.0,22.0,22.8,69.0,81.0,50.0,72.0,48.0,51.0,85.0,42.0,90.0,90.0,40.0,80.0,46.0,30.0,81.4,74.0,23.0,0.0,48.0,87,63,77,16,74,25,67,86,50,61,87,16,62,58,74,42,73,17,38,28,35,90,0,49,70,67,88,27,72,49,94,60,70,26,100,80,93,36,-1.0,0,57,62,81,59,66,79,7,75,51,41,0,30,-1.0,69,72,0,89,81,60,69,0,19,21,72,89,44,-1.0,59,57
2018-12-17,77.0,48.0,36.0,34.0,71.0,26.0,11.0,10.8,60.0,76.0,37.0,72.0,53.0,50.0,70.0,40.0,74.0,82.0,20.0,67.0,37.0,16.0,67.4,75.0,24.0,0.0,45.0,85,60,77,16,74,25,65,84,50,64,97,16,58,56,68,43,63,18,35,45,98,84,16,48,71,60,84,22,65,76,90,64,70,21,82,84,75,50,-1.0,0,45,50,86,63,65,78,43,73,52,40,55,12,-1.0,68,80,0,92,65,61,65,0,19,13,66,79,27,-1.0,0,55
2018-12-24,67.0,43.0,32.0,39.0,58.0,41.0,25.0,6.0,53.0,62.0,52.0,76.0,39.0,53.0,73.0,39.0,78.0,76.0,33.0,59.0,39.0,17.0,65.2,85.0,27.0,0.0,63.0,84,65,80,16,77,28,69,87,51,62,90,18,56,73,83,50,64,17,42,31,68,82,0,62,76,64,99,24,55,23,70,66,51,17,71,82,79,30,-1.0,0,51,48,86,68,60,84,31,74,58,40,0,20,-1.0,72,77,0,90,82,71,63,37,14,9,73,79,34,-1.0,0,100
2018-12-31,66.0,47.0,39.0,40.0,62.0,42.0,23.0,19.4,53.0,63.0,43.0,59.0,37.0,63.0,77.0,41.0,66.0,63.0,42.0,72.0,40.0,16.0,63.4,79.0,31.0,0.0,60.0,86,71,84,17,80,29,67,87,54,61,85,0,62,73,70,31,38,18,40,29,56,72,33,52,68,66,91,21,48,42,76,61,65,18,70,73,77,24,-1.0,0,45,61,74,63,66,86,22,72,75,28,58,19,-1.0,71,67,0,94,83,70,68,0,14,12,86,81,57,-1.0,31,60
2019-01-07,63.0,53.0,43.0,59.0,67.0,20.0,44.0,18.8,57.0,68.0,58.0,63.0,35.0,48.0,84.0,39.0,66.0,54.0,30.0,81.0,26.0,15.0,63.8,76.0,28.0,0.0,35.0,82,66,80,16,77,25,60,79,52,60,83,32,70,58,63,35,41,18,36,38,0,64,31,53,63,68,80,21,45,48,91,68,80,21,53,68,93,54,-1.0,0,54,55,65,58,78,69,0,78,71,23,0,18,-1.0,73,76,43,94,91,64,67,0,21,7,85,87,27,-1.0,0,51
2019-01-14,66.0,51.0,36.0,67.0,68.0,42.0,66.0,15.6,63.0,72.0,57.0,81.0,34.0,44.0,84.0,41.0,68.0,54.0,39.0,85.0,54.0,15.0,66.6,72.0,28.0,0.0,52.0,87,59,81,16,75,24,59,85,50,63,78,16,65,59,61,36,45,18,41,11,9,64,31,66,60,69,80,41,43,50,80,64,82,23,67,81,88,22,-1.0,79,51,62,62,62,74,72,14,74,65,19,0,53,-1.0,75,82,43,91,64,66,66,65,27,24,89,90,43,-1.0,0,47
2019-01-21,68.0,39.0,39.0,43.0,66.0,40.0,42.0,22.6,57.0,58.0,61.0,59.0,37.0,43.0,88.0,41.0,58.0,57.0,48.0,91.0,49.0,0.0,72.0,72.0,30.0,0.0,46.0,84,69,79,16,76,23,59,80,50,60,87,15,72,69,59,32,34,18,46,32,34,64,0,51,59,65,81,23,45,38,81,76,80,24,63,65,79,35,-1.0,0,52,60,67,60,80,69,41,73,60,17,0,18,-1.0,76,93,42,94,87,64,78,0,22,23,79,92,49,-1.0,0,48
2019-01-28,66.0,45.0,26.0,48.0,68.0,46.0,43.0,10.0,63.0,59.0,59.0,59.0,37.0,53.0,81.0,42.0,67.0,52.0,38.0,83.0,42.0,0.0,70.0,73.0,28.0,0.0,46.0,84,59,75,16,81,25,58,78,51,57,80,45,71,61,59,33,33,18,86,58,34,62,30,51,70,67,79,26,41,40,68,66,81,19,60,68,67,26,-1.0,0,65,43,66,62,82,75,34,74,63,18,26,17,-1.0,75,98,0,87,75,56,71,0,21,19,77,89,51,-1.0,0,50
2019-02-04,62.0,44.0,25.0,51.0,70.0,35.0,43.0,35.6,69.0,64.0,71.0,60.0,17.0,46.0,81.0,45.0,52.0,51.0,48.0,91.0,45.0,15.0,71.4,72.0,36.0,0.0,30.0,86,60,78,16,84,25,58,82,52,53,83,15,74,54,51,34,34,18,69,47,25,56,45,59,91,67,80,27,43,37,80,75,78,26,69,88,100,43,-1.0,0,66,63,65,60,78,66,40,74,62,15,26,35,-1.0,70,64,42,90,61,61,70,0,21,16,80,91,64,-1.0,0,41
2019-02-11,61.0,41.0,42.0,51.0,66.0,40.0,21.0,22.6,64.0,60.0,68.0,54.0,33.0,49.0,79.0,44.0,45.0,46.0,38.0,76.0,44.0,15.0,70.4,68.0,34.0,0.0,37.0,88,61,76,15,84,26,61,78,49,57,85,0,74,56,48,39,31,19,48,79,34,53,0,59,76,67,77,31,46,46,71,68,78,24,57,97,60,26,-1.0,0,56,63,69,61,71,72,34,72,57,18,0,23,-1.0,72,77,0,87,70,57,69,0,23,12,73,88,77,-1.0,0,40
2019-02-18,62.0,52.0,42.0,52.0,66.0,21.0,21.0,33.6,64.0,49.0,60.0,46.0,37.0,46.0,78.0,47.0,38.0,50.0,19.0,83.0,53.0,14.0,71.0,72.0,40.0,0.0,58.0,87,58,76,16,80,25,57,79,49,57,79,30,66,49,50,34,29,18,41,31,42,52,0,69,64,68,80,36,45,43,71,63,82,24,55,87,81,35,-1.0,0,56,55,98,62,77,71,13,76,56,15,0,35,-1.0,74,89,0,87,65,63,68,0,25,19,78,88,35,-1.0,0,37
2019-02-25,60.0,46.0,38.0,44.0,67.0,51.0,53.0,24.6,76.0,51.0,77.0,41.0,17.0,43.0,80.0,48.0,36.0,50.0,47.0,79.0,48.0,29.0,75.6,71.0,40.0,0.0,66.0,86,54,78,15,100,24,60,76,49,56,84,30,70,55,52,35,31,17,39,26,42,49,0,54,55,64,82,27,43,57,73,68,77,22,60,81,80,21,-1.0,0,60,62,70,52,79,66,33,75,67,19,0,29,-1.0,72,62,0,85,53,59,68,32,27,14,74,91,19,-1.0,0,33
2019-03-04,61.0,52.0,37.0,48.0,65.0,52.0,43.0,51.4,69.0,46.0,60.0,39.0,42.0,49.0,79.0,50.0,39.0,53.0,39.0,84.0,49.0,15.0,77.0,75.0,44.0,0.0,42.0,87,64,77,15,83,23,56,78,51,61,87,31,72,58,55,35,31,19,48,16,60,49,30,62,53,67,83,32,44,50,71,73,79,22,63,84,86,18,-1.0,0,62,64,84,59,74,75,48,74,80,17,0,24,-1.0,80,47,42,87,52,59,74,0,17,23,77,95,29,-1.0,0,39
2019-03-11,63.0,56.0,44.0,48.0,68.0,44.0,65.0,17.8,73.0,52.0,76.0,44.0,30.0,46.0,77.0,50.0,31.0,51.0,48.0,76.0,52.0,0.0,79.6,78.0,48.0,0.0,34.0,86,63,78,15,81,23,58,81,49,57,87,61,70,55,49,35,39,22,39,16,26,45,61,55,51,68,78,31,41,49,66,70,76,22,69,67,80,9,-1.0,0,66,76,71,59,81,76,34,73,98,16,53,18,-1.0,77,51,0,87,50,58,68,0,21,15,75,92,55,-1.0,29,42
2019-03-18,60.0,46.0,40.0,66.0,69.0,31.0,22.0,26.6,69.0,50.0,60.0,40.0,22.0,47.0,75.0,55.0,33.0,51.0,40.0,77.0,57.0,0.0,80.4,73.0,47.0,0.0,39.0,92,56,79,16,81,24,54,80,50,59,87,46,72,53,44,29,46,20,42,59,52,43,31,70,50,68,85,35,44,100,65,64,74,24,79,75,96,18,-1.0,79,63,52,69,59,74,62,34,75,100,21,0,24,-1.0,80,62,0,88,61,66,65,0,23,19,73,92,49,-1.0,0,37
2019-03-25,56.0,57.0,52.0,53.0,68.0,52.0,32.0,14.8,73.0,53.0,77.0,33.0,42.0,53.0,74.0,57.0,26.0,50.0,58.0,88.0,64.0,29.0,79.0,73.0,44.0,0.0,55.0,91,57,83,16,77,23,56,82,51,61,90,62,75,53,44,37,32,19,38,32,52,43,31,81,49,69,88,39,40,94,63,63,77,21,61,100,71,18,-1.0,0,56,64,69,63,74,63,28,74,74,20,53,18,-1.0,81,71,0,88,48,60,60,33,20,26,71,92,46,-1.0,0,34
2019-04-01,60.0,53.0,40.0,60.0,67.0,66.0,11.0,19.8,73.0,58.0,71.0,43.0,26.0,42.0,81.0,59.0,30.0,55.0,39.0,81.0,65.0,0.0,89.0,78.0,50.0,0.0,73.0,90,56,82,16,76,23,57,80,50,59,87,62,75,44,48,32,37,19,38,54,69,40,15,75,48,66,86,36,39,56,71,60,76,24,62,87,81,22,-1.0,0,54,56,67,61,75,56,28,73,86,21,0,48,-1.0,83,73,0,90,50,54,68,33,20,18,68,91,46,-1.0,0,32
2019-04-08,55.0,50.0,51.0,68.0,67.0,68.0,32.0,29.8,78.0,56.0,64.0,59.0,21.0,70.0,83.0,63.0,26.0,51.0,87.0,88.0,44.0,30.0,89.6,76.0,60.0,0.0,68.0,92,57,81,16,76,29,57,80,50,60,88,31,71,43,41,31,34,19,40,54,9,41,0,77,47,65,82,35,42,59,76,61,74,23,71,73,73,35,-1.0,0,66,68,63,61,79,64,27,76,91,17,0,12,-1.0,90,67,42,90,43,57,71,0,21,18,75,92,26,-1.0,29,31
2019-04-15,55.0,65.0,28.0,71.0,70.0,69.0,0.0,17.0,73.0,55.0,53.0,48.0,35.0,55.0,77.0,69.0,24.0,47.0,51.0,79.0,51.0,15.0,94.0,85.0,60.0,0.0,75.0,98,56,81,16,77,25,58,85,52,64,90,33,69,49,45,38,44,19,38,28,54,40,16,82,47,66,86,39,41,65,63,58,69,24,44,85,89,28,-1.0,0,59,72,66,57,84,67,22,72,90,20,0,31,-1.0,88,54,0,87,50,59,63,34,19,14,72,88,52,-1.0,0,31
2019-04-22,52.0,64.0,33.0,60.0,67.0,81.0,33.0,37.6,80.0,50.0,65.0,34.0,13.0,51.0,74.0,72.0,24.0,46.0,20.0,78.0,57.0,0.0,89.2,80.0,69.0,0.0,52.0,93,58,84,15,76,24,58,79,50,57,85,16,67,54,47,32,32,19,37,61,35,38,0,88,51,63,86,32,41,67,61,64,68,21,57,72,83,23,-1.0,0,70,45,66,64,81,64,7,76,75,20,0,36,-1.0,92,51,44,87,44,65,64,34,17,13,70,89,27,-1.0,30,31
2019-04-29,57.0,63.0,42.0,64.0,65.0,61.0,22.0,19.8,85.0,61.0,71.0,27.0,21.0,47.0,79.0,68.0,24.0,46.0,29.0,83.0,65.0,15.0,80.8,84.0,67.0,0.0,51.0,94,58,82,15,77,25,58,84,50,58,88,47,69,48,38,35,40,19,41,43,35,39,15,74,50,69,88,39,43,65,55,58,77,18,62,79,89,4,-1.0,0,60,59,68,61,82,61,7,75,79,21,0,24,-1.0,95,50,43,87,52,60,63,0,21,20,70,90,63,-1.0,0,31
2019-05-06,53.0,61.0,37.0,69.0,74.0,38.0,65.0,25.8,73.0,62.0,70.0,29.0,17.0,40.0,77.0,65.0,27.0,45.0,39.0,84.0,62.0,0.0,88.0,75.0,57.0,82.0,55.0,90,58,81,16,76,23,57,80,48,60,86,62,80,53,41,33,43,19,45,37,51,40,46,78,49,65,83,37,41,82,67,61,74,27,61,76,78,26,-1.0,0,64,54,68,61,88,60,41,73,75,24,26,59,-1.0,88,51,0,85,43,64,61,0,22,28,70,87,42,-1.0,0,30
2019-05-13,50.0,59.0,28.0,59.0,67.0,47.0,11.0,43.4,71.0,54.0,55.0,27.0,17.0,43.0,73.0,69.0,23.0,45.0,39.0,77.0,59.0,15.0,91.2,80.0,57.0,0.0,39.0,91,54,76,15,75,24,58,80,50,54,87,16,73,50,38,45,40,19,43,59,43,42,0,66,47,63,86,36,44,44,64,66,76,21,63,84,88,31,-1.0,79,65,57,65,62,80,74,35,74,79,23,0,24,-1.0,91,72,43,86,49,59,63,0,21,16,66,89,46,-1.0,0,29
2019-05-20,51.0,78.0,32.0,79.0,62.0,84.0,11.0,22.6,88.0,58.0,67.0,45.0,17.0,43.0,74.0,78.0,24.0,45.0,58.0,75.0,68.0,0.0,94.6,83.0,67.0,0.0,34.0,92,56,79,15,76,23,56,81,49,54,88,46,68,56,35,42,34,19,39,32,26,40,46,70,45,63,85,44,43,79,72,64,74,22,61,78,80,18,-1.0,0,65,48,63,60,83,59,27,76,87,21,0,41,-1.0,98,56,42,85,52,63,65,0,18,24,68,87,56,-1.0,0,28
2019-05-27,53.0,69.0,36.0,61.0,63.0,69.0,11.0,16.8,76.0,52.0,69.0,26.0,34.0,39.0,77.0,78.0,24.0,49.0,39.0,91.0,55.0,30.0,97.2,81.0,70.0,0.0,38.0,95,56,79,15,79,23,57,82,48,52,86,46,73,51,38,34,44,19,37,42,34,38,0,98,47,63,90,31,44,52,65,57,72,21,48,83,79,17,-1.0,0,67,69,65,60,89,57,34,76,88,22,26,23,-1.0,94,54,0,89,49,62,64,0,17,23,70,84,26,-1.0,0,30
2019-06-03,53.0,64.0,41.0,73.0,64.0,70.0,53.0,21.8,85.0,61.0,59.0,38.0,17.0,54.0,71.0,85.0,22.0,46.0,10.0,78.0,81.0,15.0,93.0,79.0,64.0,0.0,38.0,96,56,81,15,78,24,57,81,50,54,94,31,73,46,35,30,51,19,35,37,43,39,15,98,46,63,88,34,43,70,78,66,72,15,61,66,77,17,-1.0,0,67,58,64,58,85,60,20,71,79,19,79,18,-1.0,100,78,0,87,44,71,62,0,19,20,66,86,32,-1.0,29,28
2019-06-10,51.0,61.0,43.0,79.0,69.0,75.0,42.0,28.6,89.0,52.0,49.0,36.0,8.0,44.0,61.0,81.0,24.0,43.0,57.0,80.0,68.0,14.0,86.0,78.0,67.0,0.0,79.0,92,55,80,14,75,24,56,78,47,51,94,60,64,52,34,29,38,19,39,52,42,37,30,84,46,62,85,36,46,63,61,62,75,22,54,70,66,13,-1.0,0,69,51,66,59,87,60,47,71,83,22,26,23,-1.0,91,58,0,85,44,64,61,0,25,22,66,86,38,-1.0,28,27
2019-06-17,54.0,69.0,42.0,59.0,67.0,78.0,22.0,31.4,89.0,56.0,48.0,32.0,21.0,51.0,69.0,84.0,27.0,48.0,79.0,68.0,52.0,30.0,90.8,86.0,67.0,0.0,43.0,92,56,80,14,74,24,57,83,49,54,95,16,66,50,35,34,50,20,36,38,52,37,15,100,55,65,90,33,45,62,60,62,77,18,57,62,66,35,-1.0,0,71,64,65,60,79,61,48,77,98,20,0,59,-1.0,94,44,0,90,52,61,61,33,26,12,70,87,49,-1.0,0,28
2019-06-24,49.0,77.0,36.0,77.0,61.0,65.0,54.0,61.4,96.0,43.0,41.0,27.0,25.0,52.0,69.0,92.0,20.0,37.0,29.0,72.0,77.0,15.0,89.2,83.0,63.0,0.0,25.0,95,59,82,15,76,24,56,84,49,50,90,46,68,44,37,33,45,20,37,42,43,37,0,100,50,61,83,36,46,58,68,56,77,18,48,54,77,26,-1.0,0,67,62,60,54,76,62,27,75,94,19,0,70,-1.0,96,60,0,91,40,60,60,0,23,17,67,87,42,-1.0,0,27
2019-07-01,46.0,71.0,31.0,69.0,64.0,52.0,22.0,44.6,83.0,49.0,59.0,26.0,21.0,44.0,63.0,90.0,17.0,37.0,48.0,74.0,84.0,15.0,84.8,91.0,57.0,0.0,30.0,95,62,80,14,76,24,58,86,49,50,89,16,70,53,39,35,46,20,38,65,52,36,31,94,50,59,87,27,44,21,67,56,71,17,50,70,73,13,-1.0,0,65,53,64,57,82,62,21,76,86,23,0,36,-1.0,98,48,0,92,56,59,59,33,21,25,63,85,60,-1.0,58,27
2019-07-08,53.0,68.0,35.0,100.0,68.0,68.0,22.0,35.6,100.0,50.0,59.0,15.0,30.0,41.0,67.0,82.0,21.0,40.0,39.0,79.0,64.0,15.0,84.6,92.0,62.0,0.0,64.0,98,68,79,14,75,24,56,83,50,58,96,0,60,50,41,33,37,20,38,75,52,38,31,83,48,61,87,27,50,59,65,55,80,15,51,66,81,27,-1.0,0,69,71,65,61,93,70,41,79,92,21,53,24,-1.0,98,70,0,91,49,63,83,0,27,22,69,93,43,-1.0,29,29
2019-07-15,54.0,75.0,34.0,72.0,66.0,50.0,55.0,49.4,86.0,42.0,52.0,25.0,4.0,49.0,62.0,86.0,22.0,40.0,30.0,77.0,47.0,0.0,89.8,84.0,52.0,0.0,30.0,96,65,79,15,77,24,55,82,48,57,100,94,66,50,45,29,50,19,39,49,52,37,15,95,48,64,86,28,46,92,64,50,76,19,67,73,60,22,-1.0,0,72,55,62,60,97,60,62,73,94,18,0,54,-1.0,93,42,0,91,51,63,75,0,17,20,69,88,33,-1.0,0,29
2019-07-22,52.0,76.0,34.0,63.0,65.0,48.0,11.0,58.2,89.0,40.0,48.0,28.0,35.0,42.0,68.0,90.0,23.0,39.0,20.0,79.0,73.0,15.0,89.6,77.0,56.0,0.0,61.0,98,69,83,14,77,25,57,84,53,54,100,64,66,56,42,29,41,19,39,55,27,38,32,84,48,62,86,31,47,82,59,62,75,20,57,64,87,23,-1.0,0,78,58,65,59,95,56,21,68,85,22,27,43,-1.0,99,58,0,92,49,59,63,0,19,24,68,85,30,-1.0,30,28
2019-07-29,53.0,62.0,33.0,61.0,65.0,53.0,22.0,19.8,83.0,42.0,58.0,33.0,26.0,64.0,69.0,79.0,24.0,42.0,60.0,82.0,60.0,30.0,88.6,81.0,52.0,0.0,35.0,94,72,81,16,77,25,59,86,57,58,96,32,66,59,41,32,44,19,40,22,70,37,47,79,50,66,85,50,45,72,62,56,72,20,48,76,73,22,-1.0,0,56,63,65,58,97,77,49,70,88,17,27,60,-1.0,99,48,0,91,47,62,67,33,20,14,72,84,53,-1.0,59,30
2019-08-05,56.0,56.0,30.0,67.0,63.0,57.0,67.0,23.6,80.0,55.0,49.0,28.0,40.0,63.0,72.0,77.0,23.0,46.0,30.0,82.0,62.0,46.0,88.8,77.0,38.0,0.0,48.0,93,73,83,15,80,25,57,88,54,53,95,16,74,59,43,33,50,19,40,49,35,39,16,81,49,65,86,29,48,45,60,66,71,21,61,70,69,54,-1.0,80,71,61,65,56,100,63,21,66,82,17,27,6,-1.0,91,83,0,90,52,65,69,0,23,16,70,83,37,-1.0,0,29
2019-08-12,61.0,60.0,32.0,62.0,69.0,47.0,66.0,46.4,77.0,52.0,48.0,32.0,47.0,49.0,74.0,69.0,29.0,52.0,69.0,85.0,62.0,0.0,87.4,76.0,37.0,0.0,64.0,99,70,83,15,81,26,58,90,52,54,91,31,68,53,47,33,43,20,41,49,52,41,0,76,51,63,81,32,49,92,60,63,74,18,63,76,67,27,-1.0,0,71,69,66,53,97,61,14,75,82,21,27,36,-1.0,85,57,43,90,55,100,70,0,22,25,71,87,33,-1.0,29,33
2019-08-19,61.0,54.0,34.0,61.0,65.0,46.0,32.0,34.8,74.0,67.0,54.0,51.0,21.0,45.0,72.0,63.0,32.0,43.0,38.0,77.0,46.0,15.0,83.8,74.0,44.0,0.0,63.0,95,66,82,15,81,24,58,86,50,57,93,0,64,51,51,37,46,20,40,43,26,43,15,69,54,61,82,29,48,73,60,58,82,20,64,70,81,31,-1.0,0,60,62,64,57,94,65,21,76,85,24,53,18,-1.0,86,66,0,93,55,68,66,0,23,27,72,90,46,-1.0,0,32
